1231602;31;01;1;60;M;321;348;A;inc;inc;inc;inc;inc;inc;inc;0;0;2;47;154268;0;1277;1277;0;1;9994;44;11;80;0;0;0;0;4;154268;1;20246;2;79542;1;54480;0;0;0;0;11;1;0;6;174968;20200;5;1;0;oui
1248922;65;02;1;34;C;362;508;B;inc;inc;inc;inc;inc;inc;inc;0;0;2;32;48931;20;518657;9699;105008;1;9201;32;11;90;0;403950;0;0;2;48931;2;48931;0;0;0;0;0;0;0;0;40;2;0;4;48931;0;2;1;1;oui
1252395;31;02;1;56;M;187;438;A;inc;inc;inc;inc;inc;inc;inc;0;0;10;66;222748;0;0;0;0;2;11744;66;11;91;0;0;1;97531;4;222748;2;106657;2;116091;0;0;0;0;0;0;3;2;0;5;406994;97531;0;0;0;oui
1322846;31;03;2;70;M;306;700;B;inc;inc;inc;inc;inc;inc;inc;0;0;11;32;0;10;117378;1576;115802;2;743;32;11;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;6;10300;500;12;29;31;oui
1343806;31;01;1;49;M;209;311;A;inc;inc;inc;inc;inc;inc;inc;0;0;2;91;318781;8;557171;21435;0;1;54858;91;11;37;125672;535736;2;279999;3;318781;2;287229;1;31552;0;0;0;0;0;0;4;2;0;inc;881133;500410;0;0;0;oui
1544241;65;01;2;61;S;185;860;A;inc;inc;inc;inc;inc;inc;inc;0;0;2;15;219959;0;2153;2153;0;1;6293;14;11;28;0;0;2;50524;4;219959;2;94594;0;0;2;125365;0;0;0;0;12;2;0;5;591101;369777;2;1;1;oui
1740892;31;04;2;41;D;268;850;A;inc;inc;inc;inc;inc;inc;inc;0;0;7;54;19673;0;0;0;0;2;19467;52;11;22;132295;0;13;2947037;3;19673;1;5300;2;14373;0;0;0;0;0;0;0;1;0;5;3530191;3505061;0;0;4;oui
1970765;31;01;1;50;M;94;311;A;inc;inc;inc;inc;inc;inc;inc;0;0;13;243;452580;2;51059;0;51059;2;39226;243;11;88;0;0;1;135564;4;452580;1;2320;2;421972;1;28288;0;0;0;0;0;1;0;inc;1236029;700685;0;1;7;oui
2647067;24;01;1;43;C;85;221;B;inc;inc;inc;inc;inc;inc;inc;0;0;1;22;29483;12;83808;0;83808;1;4340;22;11;41;84000;0;0;0;1;29483;0;0;1;29483;0;0;0;0;0;0;12;1;0;inc;42542;0;0;0;0;oui
2849823;31;01;1;26;C;75;840;B;inc;inc;inc;inc;inc;inc;inc;0;0;0;41;28172;8;249605;0;0;2;13329;41;11;48;0;249605;0;0;2;28172;2;28172;0;0;0;0;0;0;0;0;38;3;0;4;55618;0;0;0;0;oui
3241987;31;02;1;75;M;211;860;A;inc;inc;inc;inc;inc;inc;inc;0;0;2;40;40835;0;6030;6030;0;1;18187;40;11;42;0;0;1;1922340;2;40835;0;0;2;40835;0;0;0;0;0;0;2;2;0;4;1963175;1922340;0;0;0;oui
3258308;31;01;1;52;M;38;372;B;inc;inc;inc;inc;inc;inc;inc;0;0;3;53;52913;6;271749;0;271749;2;6333;53;11;72;0;0;0;0;3;52913;1;2216;2;50697;0;0;0;0;0;0;29;4;0;6;165849;5753;34;24;28;oui
3346139;31;01;1;32;C;147;308;A;inc;inc;inc;inc;inc;inc;inc;0;0;0;14;131813;0;0;0;0;1;20105;14;11;20;52863;0;0;0;3;131813;2;120043;1;11770;0;0;0;0;0;0;4;1;0;5;270249;126828;0;0;0;oui
3901483;32;02;1;33;C;162;345;D;inc;inc;inc;inc;inc;inc;inc;0;0;0;22;16302;0;0;0;0;1;8192;19;14;47;0;0;0;0;1;16302;0;0;1;16302;0;0;0;0;0;0;23;2;0;6;16327;0;0;0;0;oui
5023873;82;05;2;43;M;18;505;C;inc;inc;inc;inc;inc;inc;inc;0;0;1;0;0;57;100147;147;100000;3;15712;0;11;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;4;4;0;18;0;29;oui
5044500;31;03;1;28;C;10;305;D;inc;inc;inc;inc;inc;inc;inc;0;0;0;0;100;0;345;345;0;1;-91;0;11;2;24500;0;0;0;1;100;0;0;1;100;0;0;0;0;0;0;0;1;0;1;100;0;0;0;3;oui
5053044;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
5064228;65;01;1;48;D;3;505;E;inc;inc;inc;inc;inc;inc;inc;0;0;0;26;0;0;0;0;0;1;14412;26;14;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;1;0;4;2455;0;0;0;0;oui
5067230;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
5068163;31;02;2;41;C;1;305;E;inc;inc;inc;inc;inc;inc;inc;0;0;3;80;39700;0;0;0;0;1;10009;80;11;9;4200;0;0;0;1;39700;0;0;1;39700;0;0;0;0;0;0;0;1;0;inc;60098;0;0;0;0;oui
5068673;31;02;1;33;M;1;305;E;inc;inc;inc;inc;inc;inc;inc;0;0;0;8;13000;0;2563;2563;0;1;1696;7;11;13;0;0;0;0;1;13000;1;13000;0;0;0;0;0;0;0;0;0;2;0;inc;13000;0;0;0;0;oui
5069492;32;03;1;53;D;1;305;inc;inc;inc;inc;inc;inc;inc;inc;0;0;1;8;0;0;0;0;0;1;3412;8;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;inc;24202;0;0;0;0;oui
5069907;31;01;1;37;M;1;305;inc;inc;inc;inc;inc;inc;inc;inc;0;0;0;0;0;0;40000;40000;0;1;-20000;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;inc;0;0;0;0;3;oui
7534429;31;01;2;63;M;2;308;E;inc;inc;inc;inc;inc;inc;inc;0;0;1;27;30669;0;0;0;0;1;9871;17;18;6;0;0;0;0;1;30669;0;0;1;30669;0;0;0;0;0;0;0;1;0;1;229729;148060;0;0;0;oui
7544180;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
0133439;31;01;1;48;M;337;545;B;inc;inc;inc;inc;inc;inc;inc;0;0;3;44;2125;19;584230;0;0;1;13834;44;12;74;69000;584230;2;21986;2;2125;0;0;2;2125;0;0;0;0;0;0;28;2;0;6;82617;51218;0;7;0;oui
0543448;65;01;2;65;M;255;221;B;inc;inc;inc;inc;inc;inc;inc;0;0;1;71;43714;17;127460;0;127460;1;16348;48;12;26;128300;0;3;156196;2;43714;2;43714;0;0;0;0;0;0;0;0;0;2;0;inc;203805;156196;0;3;2;oui
0945822;31;01;2;62;V;386;545;inc;inc;inc;inc;inc;inc;inc;inc;0;0;1;5;185076;0;0;0;0;1;1070;5;12;13;0;0;0;0;2;185076;2;185076;0;0;0;0;0;0;0;0;1;1;0;5;280352;82252;0;0;0;oui
1231284;31;01;1;62;M;363;348;A;inc;inc;inc;inc;inc;inc;inc;0;0;2;44;223825;0;0;0;0;1;10837;44;12;48;63500;0;0;0;3;223825;2;192011;1;31814;0;0;0;0;0;0;11;2;0;4;258851;300;1;0;0;oui
1252382;66;02;1;35;C;189;478;B;inc;inc;inc;inc;inc;inc;inc;0;0;1;19;19122;30;259057;0;16326;1;5360;19;12;33;0;242731;0;0;3;19122;2;18841;1;281;0;0;0;0;0;0;10;2;0;4;21026;0;9;16;4;oui
1334438;32;03;1;46;M;54;311;A;inc;inc;inc;inc;inc;inc;inc;0;0;2;28;122457;16;306503;0;44406;1;17289;28;12;58;44500;262097;0;0;4;122457;1;42429;2;78960;1;1068;0;0;0;0;18;3;1;inc;185010;62293;1;0;0;oui
1560224;65;04;1;34;C;90;555;B;inc;inc;inc;inc;inc;inc;inc;0;0;5;71;22006;1;111923;0;111923;2;14387;67;12;71;0;0;0;0;2;22006;1;6718;1;15288;0;0;0;0;0;0;10;2;1;6;144070;83549;6;0;2;oui
1740529;31;01;1;44;M;282;545;inc;inc;inc;inc;inc;inc;inc;inc;0;0;0;23;0;0;99234;41966;0;1;-33676;23;15;36;3400;57268;0;0;1;0;1;0;0;0;0;0;0;0;0;0;11;1;0;7;200;200;22;31;25;oui
2448202;31;01;1;40;C;101;545;A;inc;inc;inc;inc;inc;inc;inc;0;0;3;32;559103;13;69775;0;43724;2;19163;32;12;31;0;26051;2;26153;4;559103;2;479261;2;79842;0;0;0;0;0;0;8;2;0;5;739540;137863;0;0;1;oui
2454856;31;01;1;54;M;113;475;B;inc;inc;inc;inc;inc;inc;inc;0;0;0;81;0;0;0;0;0;1;167799;81;15;38;84000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;5;2;6;220433;0;0;0;0;oui
2648212;31;03;2;68;C;61;720;A;inc;inc;inc;inc;inc;inc;inc;0;0;5;86;54000;24;476514;1387;475127;1;30354;31;12;22;0;0;0;0;1;54000;0;0;1;54000;0;0;0;0;0;0;0;1;0;inc;6996965;6628968;3;0;3;oui
2850436;31;01;1;53;M;63;465;D;inc;inc;inc;inc;inc;inc;inc;0;0;1;11;500;53;65874;17110;48764;1;-11896;11;15;25;0;0;0;0;2;500;0;0;2;500;0;0;0;0;0;0;12;2;0;7;500;0;31;15;19;oui
4004405;31;01;1;34;M;144;380;B;inc;inc;inc;inc;inc;inc;inc;0;0;0;171;218353;0;31479;21040;10439;1;-12246;104;12;54;0;0;1;19568;3;218353;1;68353;2;150000;0;0;0;0;0;0;21;3;0;6;362127;143774;30;31;27;oui
5004401;31;01;1;30;M;26;305;B;inc;inc;inc;inc;inc;inc;inc;0;0;0;49;62707;9;146581;15441;131140;1;8682;49;12;30;0;0;0;0;1;62707;0;0;1;62707;0;0;0;0;0;0;7;2;0;6;62707;0;0;1;1;oui
5013143;40;01;2;30;C;23;201;C;inc;inc;inc;inc;inc;inc;inc;0;0;5;5;0;0;1261;1261;0;1;505;1;16;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;inc;2566;0;0;0;4;oui
5029912;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
5057209;92;01;1;53;M;6;305;inc;inc;inc;inc;inc;inc;inc;inc;0;0;0;0;0;0;0;0;0;1;-545;0;12;2;117000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;inc;22830;0;0;0;22;oui
5065825;31;01;1;34;U;3;407;E;inc;inc;inc;inc;inc;inc;inc;0;0;1;31;0;7;46076;46076;0;1;44206;31;12;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;27363;0;0;0;0;oui
5065943;31;02;1;78;M;3;770;E;inc;inc;inc;inc;inc;inc;inc;0;0;0;727;1075000;0;0;0;0;1;302020;364;33;3;0;0;0;0;1;1075000;0;0;1;1075000;0;0;0;0;0;0;0;1;0;4;1078075;0;0;0;1;oui
5065986;31;01;1;39;M;3;305;E;inc;inc;inc;inc;inc;inc;inc;0;0;1;3;0;0;0;0;0;1;4814;3;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;7113;0;0;0;0;oui
5070242;31;01;1;39;M;2;305;inc;inc;inc;inc;inc;inc;inc;inc;0;0;0;7;100;0;0;0;0;1;5253;7;12;7;102400;0;0;0;1;100;0;0;1;100;0;0;0;0;0;0;0;4;0;3;20380;0;0;0;0;oui
5070512;31;01;1;38;M;1;305;inc;inc;inc;inc;inc;inc;inc;inc;0;0;0;15;0;0;0;0;0;1;-171;15;12;27;109788;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3;0;inc;10286;0;0;0;20;oui
5070515;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
5072065;65;01;1;35;M;1;305;inc;inc;inc;inc;inc;inc;inc;inc;0;0;0;0;100;0;435;435;0;2;-96;0;12;7;10182;0;0;0;1;100;0;0;1;100;0;0;0;0;0;0;0;1;0;inc;100;0;0;0;5;oui
7507431;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
7558443;31;01;1;43;M;27;202;B;inc;inc;inc;inc;inc;inc;inc;0;0;1;76;26251;10;396900;0;0;1;84186;0;15;4;0;396900;0;0;1;26251;0;0;1;26251;0;0;0;0;0;0;1;1;0;inc;63017;0;0;1;2;oui
7564939;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
7568339;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
0131747;31;01;1;58;M;786;338;A;inc;inc;inc;inc;inc;inc;inc;0;0;2;41;352969;0;0;0;0;1;20537;41;14;29;151900;0;0;0;3;352969;1;101901;2;251068;0;0;0;0;0;0;13;1;0;5;526839;164797;1;0;0;oui
0146807;31;01;1;39;C;247;505;D;inc;inc;inc;inc;inc;inc;inc;0;0;3;2;360722;33;12220;377;11843;1;15098;1;14;51;103000;0;0;0;5;360722;0;0;4;360722;0;0;1;0;0;0;19;2;0;6;360722;0;1;3;2;oui
0158515;inc;01;1;33;C;153;355;C;inc;inc;inc;inc;inc;inc;inc;0;0;0;50;28239;0;0;0;0;1;17608;50;14;36;0;0;0;0;3;28239;1;27414;2;825;0;0;0;0;0;0;16;2;0;6;39994;0;0;9;1;oui
0458435;82;01;1;35;C;110;465;C;inc;inc;inc;inc;inc;inc;inc;0;0;1;3;0;0;0;0;0;1;5000;3;26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;.;0;0;inc;10000;0;0;0;0;oui
0545144;65;02;1;46;M;235;311;B;inc;inc;inc;inc;inc;inc;inc;0;0;7;60;12243;14;459921;1186;17781;2;13368;57;14;70;0;440954;0;0;1;12243;0;0;1;12243;0;0;0;0;0;0;10;1;0;inc;47129;0;21;24;10;oui
0552080;65;01;2;43;D;145;221;A;inc;inc;inc;inc;inc;inc;inc;0;0;0;30;14718;28;166617;0;0;1;9517;10;14;16;0;166617;1;40380;2;14718;1;2000;1;12718;0;0;0;0;0;0;6;2;0;inc;62505;40380;0;3;3;oui
0552539;65;01;1;34;M;139;645;D;inc;inc;inc;inc;inc;inc;inc;0;0;0;45;848;10;723753;8153;0;2;-13406;45;14;44;192000;715600;0;0;1;848;0;0;0;0;1;848;0;0;0;0;14;1;0;7;848;0;31;28;9;oui
0646307;65;01;1;31;C;92;211;A;inc;inc;inc;inc;inc;inc;inc;0;0;1;60;318167;21;240171;0;240171;1;5452;9;14;18;0;0;0;0;3;318167;2;249355;1;68812;0;0;0;0;0;0;1;1;0;inc;363410;0;0;1;0;oui
0800778;31;01;1;66;M;770;770;A;inc;inc;inc;inc;inc;inc;inc;0;0;0;27;338968;3;1903;0;1903;1;16933;27;14;39;155461;0;1;241953;4;338968;2;200158;2;138810;0;0;0;0;0;0;14;3;0;5;955495;591248;0;0;0;oui
0807218;31;01;1;28;M;119;202;C;inc;inc;inc;inc;inc;inc;inc;0;-51;17;500;0;2;507440;96391;210301;1;3636;12;15;36;0;200748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;inc;2384;0;12;4;0;oui
0843602;31;01;1;47;M;227;375;inc;inc;inc;inc;inc;inc;inc;inc;0;0;1;39;0;30;1256854;0;70000;1;-41576;39;14;49;0;1186854;0;0;1;0;1;0;0;0;0;0;0;0;0;0;18;3;1;7;8770;0;31;28;27;oui
0860436;31;02;1;42;D;49;338;C;inc;inc;inc;inc;inc;inc;inc;0;0;0;22;257;21;70047;28692;41355;1;866;22;14;41;0;0;0;0;1;257;0;0;1;257;0;0;0;0;0;0;20;2;0;6;257;0;11;8;16;oui
1041135;31;03;1;60;inc;264;465;C;A;inc;inc;inc;inc;inc;inc;0;0;1;18;0;0;0;0;0;1;41565;18;16;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;47689;4550;0;0;0;oui
1053848;31;01;1;34;M;182;625;B;inc;inc;inc;inc;inc;inc;inc;0;0;4;41;0;12;741826;0;0;1;10590;41;15;60;15522;741826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;2;0;6;32007;0;5;5;2;oui
1146168;31;01;2;43;M;176;485;A;inc;inc;inc;inc;inc;inc;inc;0;0;4;111;607952;2;506379;0;0;2;35315;111;14;68;210220;506379;1;11756;4;607952;2;515464;1;34281;1;58207;0;0;0;0;30;2;0;5;922580;191280;31;18;1;oui
1163558;31;01;1;51;D;132;465;C;inc;inc;inc;inc;inc;inc;inc;0;0;1;114;0;42;576929;0;0;1;192261;114;14;85;263500;576929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;4;1;6;242557;58624;9;0;0;oui
1222222;31;01;1;49;M;318;348;B;inc;inc;inc;inc;inc;inc;inc;0;0;1;37;75439;0;0;0;0;1;35867;37;14;29;85122;0;0;0;1;75439;1;75439;0;0;0;0;0;0;0;0;12;2;0;4;125034;2500;0;0;0;oui
1245931;31;01;1;62;M;868;221;C;inc;inc;inc;inc;inc;inc;inc;0;0;1;104;0;10;150664;51314;99350;1;343;0;40;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;0;inc;416;0;2;1;1;oui
1442268;31;01;1;62;inc;246;478;A;inc;inc;inc;inc;inc;inc;inc;0;0;5;52;81550;2;2565;2565;0;1;21417;52;14;68;116784;0;2;142784;3;81550;1;68642;2;12908;0;0;0;0;0;0;19;1;0;5;341725;238564;1;2;0;oui
1451001;31;02;1;47;D;203;388;C;inc;inc;inc;inc;inc;inc;inc;0;0;2;40;14686;17;274798;12523;0;1;-6456;40;15;39;0;262275;0;0;2;14686;2;14686;0;0;0;0;0;0;0;0;23;2;0;6;15286;600;20;16;17;oui
1452546;31;02;1;47;D;88;475;D;inc;inc;inc;inc;inc;inc;inc;0;0;1;30;0;0;6751;6751;0;1;5268;30;15;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;0;7;0;0;1;3;10;oui
1644080;31;03;1;56;M;228;428;A;inc;inc;inc;inc;inc;inc;inc;0;0;1;52;373632;0;0;0;0;1;18937;46;14;12;0;0;1;7243;3;373632;1;138276;2;235356;0;0;0;0;0;0;2;1;0;4;413466;30545;0;0;0;oui
1949374;31;01;1;39;D;103;311;A;inc;inc;inc;inc;inc;inc;inc;0;0;23;60;33478;0;9680;9680;0;2;9197;60;14;75;0;0;2;44647;2;33478;1;3733;1;29745;0;0;0;0;0;0;4;1;0;inc;92343;44647;5;0;1;oui
2231081;31;03;2;64;D;844;720;B;inc;inc;inc;inc;inc;inc;inc;0;0;1;41;105919;6;35479;0;35479;1;7595;41;14;31;0;0;1;19100;3;105919;1;29641;2;76278;0;0;0;0;0;0;11;1;0;6;131386;20100;22;9;0;oui
2231369;31;03;1;70;M;319;770;A;inc;inc;inc;inc;inc;inc;inc;0;0;0;40;97583;0;0;0;0;1;14112;31;15;32;54000;0;0;0;2;97583;1;66531;1;31052;0;0;0;0;0;0;12;2;0;4;268263;157814;0;0;0;oui
2241449;31;01;1;51;M;870;505;A;inc;inc;inc;inc;inc;inc;inc;0;0;1;22;116894;55;323050;30025;106187;2;-7356;22;14;45;0;186838;1;49937;4;116894;2;13827;1;108;1;102959;0;0;0;0;16;1;0;4;167951;49937;26;28;31;oui
2243651;31;01;1;50;M;226;211;A;inc;inc;inc;inc;inc;inc;inc;0;0;8;79;30765;10;105636;10350;53339;1;12551;10;15;21;0;41947;0;0;3;30765;1;0;1;29923;1;842;0;0;0;0;4;3;1;inc;66069;0;0;0;0;oui
2244573;31;03;2;46;M;83;311;A;inc;inc;inc;inc;inc;inc;inc;0;0;26;76;259179;8;95606;0;95606;2;56651;76;14;79;0;0;4;128483;4;259179;2;145412;1;30444;1;83323;0;0;0;0;14;2;0;inc;1095473;770248;0;0;0;oui
2344166;31;01;1;47;M;161;202;B;inc;inc;inc;inc;inc;inc;inc;0;0;2;29;16878;14;108427;0;108427;1;34312;29;14;36;0;0;0;0;1;16878;1;16878;0;0;0;0;0;0;0;0;6;1;0;inc;55324;1000;0;0;0;oui
2646853;97;01;1;33;M;150;348;A;inc;inc;inc;inc;inc;inc;inc;0;0;1;26;580;0;9586;9586;0;2;9110;26;15;34;115000;0;0;0;1;580;0;0;1;580;0;0;0;0;0;0;20;2;0;6;800;0;1;2;4;oui
3031110;31;02;1;68;M;325;780;B;inc;inc;inc;inc;inc;inc;inc;0;0;3;19;7239;22;180527;0;180527;1;-5533;19;15;23;0;0;0;0;4;7239;1;6165;2;219;1;855;0;0;0;0;0;1;0;7;10517;0;31;28;31;oui
3252819;31;02;2;59;M;186;205;A;inc;inc;inc;inc;inc;inc;inc;0;0;13;81;100604;3;97707;0;97707;1;6044;2;16;2;99660;0;1;5818;3;100604;1;27451;1;7000;1;66153;0;0;0;0;5;2;0;5;126740;5818;0;0;0;oui
5002794;31;03;1;32;C;28;505;D;inc;inc;inc;inc;inc;inc;A;0;0;7;40;15315;3;40086;0;40086;1;-11472;40;14;31;0;0;0;0;1;15315;1;15315;0;0;0;0;0;0;0;0;3;3;0;6;17795;0;31;28;26;oui
5006282;31;01;1;30;C;27;301;B;inc;inc;inc;inc;inc;inc;inc;0;0;2;93;0;0;60000;0;60000;1;45665;32;15;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;2;0;inc;264783;0;20;6;0;oui
5026435;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
5028122;31;02;1;42;M;18;301;C;inc;inc;inc;inc;inc;inc;inc;0;0;13;124;0;5;674032;44178;129677;2;6178;124;14;65;0;500177;1;7842;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;inc;8613;7842;17;18;16;oui
5033438;65;01;1;45;M;16;305;C;inc;inc;inc;inc;inc;inc;inc;0;0;3;24;0;6;70827;4802;66025;1;-359;24;14;22;111100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;7;0;0;3;18;31;oui
5054835;31;01;1;62;D;8;700;C;inc;inc;inc;inc;inc;inc;inc;0;0;0;0;29574;0;0;0;0;1;866;0;14;0;0;0;0;0;1;29574;0;0;1;29574;0;0;0;0;0;0;0;1;0;3;50440;0;0;0;0;oui
5065168;31;02;1;66;D;4;700;E;inc;inc;inc;inc;inc;inc;inc;0;0;0;174;257771;0;0;0;0;1;44630;88;16;7;5500;0;0;0;4;257771;1;227671;2;30100;1;0;0;0;0;0;0;1;0;3;542679;66038;0;0;0;oui
5073905;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
5075072;inc;inc;inc;.;inc;.;inc;inc;inc;inc;inc;inc;inc;inc;inc;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;.;inc;.;.;.;.;.;oui
