"classe" "X" "Y"
"149" "1" -0.5843350112 -0.3335102561
"150" "1" -0.0389801067 0.0157771966
"151" "1" -0.763721277 -1.7681301999
"152" "1" 0.7655329698 1.287542429
"153" "1" -0.3996829674 -0.0398928244
"154" "1" 0.1547136679 -0.8956843035
"155" "0" -0.1421464668 1.8208943085
"156" "1" 1.3697238292 1.0899024191
"157" "1" -0.0866076551 0.1082751247
"158" "1" 1.2505281845 0.2819161182
"159" "0" 0.1072888065 0.2736712615
"160" "1" 0.7483198347 -0.5412344079
"161" "1" -0.9454935389 -1.0189821709
"162" "1" 2.4058744307 0.5812664836
"163" "0" 2.024449609 1.874250241
"164" "0" -0.0704177707 0.0656594215
"165" "1" 1.3325154197 0.6651071026
"166" "0" 1.7033686445 0.5665825884
"167" "1" -0.2494501146 -0.6811512244
"168" "0" -0.0646702022 2.3310331201
"169" "1" 0.206868253 -0.9884521149
"170" "0" 2.1254886331 -1.4296589403
"171" "0" 0.0944878269 2.2078437817
"172" "0" 0.2107137617 2.0252766234
"173" "0" -0.3089164167 2.4495588129
"174" "1" 0.1222480451 0.874250241
"175" "0" 2.0732339876 -0.0361194444
"176" "0" 1.9618268299 0.3357038699
"177" "0" 2.221067087 -0.5400265002
"178" "1" 0.0757773626 1.1033399008
"179" "0" -0.3374842211 0.0869095541
"180" "1" -0.5073857757 0.2845767943
"181" "0" 0.1728718055 0.0189023595
"182" "0" -0.3647443666 0.2850569548
"183" "0" 0.1312902499 0.4343928958
"184" "1" -0.2440203825 0.2082682951
"185" "1" 0.2522325094 -0.3655650925
"186" "1" -1.0521483795 -0.4927793118
"187" "1" -0.8879270459 -0.7276460801
"188" "0" -0.0375720016 0.0452940341
"189" "1" -0.7813668351 -0.0889677987
"190" "0" 2.3290331618 0.7586793323
"191" "0" 1.8189616133 -0.2122722251
"192" "1" -2.6398252424 -1.0664205886
"193" "1" 0.6000989096 0.313966433
"194" "0" 0.0681687351 0.3251131997
"195" "1" 1.0142856296 0.3499350873
"196" "1" 0.1921365466 0.1922543957
"197" "0" -0.0180165463 2.1110673148
"198" "0" 1.8647537299 2.7435177755
"199" "0" 2.2220697312 2.4409593025
"200" "1" 0.3379217143 -0.0654263779
"201" "1" 1.3765669875 2.0997783621
"202" "1" 1.4758299446 -0.819805458
"203" "1" -0.0841228928 -1.8328909538
"204" "0" 1.9992141725 1.7039452272
"205" "0" -0.1996955327 0.0594607617
"206" "1" 0.7662149306 -0.7734187503
"207" "0" 0.0039365959 0.3767530924
"208" "1" -1.6294552579 0.3089583313
"209" "0" 1.7739242856 -0.1260634668
"210" "0" -0.0766603375 -0.0044478143
"211" "1" 1.4222180123 1.1365959524
"212" "0" 2.1004980448 2.5202813376
"213" "1" -0.5146787337 0.1088262601
"214" "0" 2.089636742 1.0972726352
"215" "1" 0.1010038721 -0.2543400296
"216" "1" -1.442087627 1.6501577245
"217" "1" 1.304263877 1.566429667
"218" "1" -0.7188649286 0.3904442159
"219" "0" -0.1579739495 1.8676683511
"220" "0" 1.9480921224 4.7569103966
"221" "0" -0.2191540344 -0.1663324303
"222" "1" 0.685082267 1.941539538
"223" "1" -0.1207185357 0.1405289128
"224" "1" 1.7264592834 -0.7152791367
"225" "1" -0.3581556676 -0.9494183858
"226" "0" -0.1333052124 0.2911587088
"227" "0" 1.8720842771 0.7992012299
"228" "0" -0.0977548569 1.9895831609
"229" "1" -0.1509448475 -0.3786126504
"230" "0" 2.2639234772 0.207492324
"231" "1" -1.2726912857 2.1965974555
"232" "1" -2.4332936191 -0.5334410118
"233" "1" 0.5138316582 -0.9843219856
"234" "1" -0.2273534446 -0.2228614354
"235" "1" -0.9792614789 -0.21598298
"236" "0" -0.3227480998 2.155263648
"237" "1" 0.6772245604 0.5237929341
"238" "1" -0.8282696666 -0.4652980413
"239" "1" 0.4641813328 -0.2818492345
"240" "0" 1.7644292906 3.4772541207
"241" "1" -0.782008529 -0.3952771346
"242" "0" 0.1850363478 1.8522345137
"243" "1" -0.4077295455 -1.014495867
"244" "0" 2.0864654668 1.5385900224
"245" "1" -2.3014109593 0.211467207
"246" "0" -0.2731580494 -0.0098799875
"247" "0" 0.0007301714 1.9714124623
"248" "0" 0.0622332922 -0.1752526181
"249" "0" 0.1284893803 -0.2724396652
"250" "1" -0.8565240576 -0.829578543
"251" "1" 0.0600997082 0.4063126023
"252" "1" -1.1393733183 -1.506073039
"253" "0" 0.0831681901 0.4163445274
"254" "0" 1.9097511388 -0.1748801929
"255" "0" 2.3815810198 -0.5962309484
"256" "0" 1.7368646093 1.3150834813
"257" "1" 0.1039688985 -1.4834466494
"258" "1" 0.056921433 1.6629378365
"259" "0" 2.0052789963 1.7063649548
"260" "1" 1.4562891147 0.1050467416
"261" "1" -0.9924547512 0.8805137828
"262" "1" -0.2219611258 -0.1354603794
"263" "1" -1.4406549217 0.4849670801
"264" "1" -0.3239420623 -1.4284424315
"265" "0" 0.0694745615 0.1157568117
"266" "0" -0.3050128792 2.1451968012
"267" "1" -0.8652027795 0.948991965
"268" "0" 1.9924033256 2.6075719493
"269" "0" 1.9470170671 1.42383668
"270" "0" 2.2604190444 -0.0736051803
"271" "1" 0.4211164609 0.9385850688
"272" "0" 2.3049448863 1.3067703788
"273" "1" 0.7055807649 0.8266985395
"274" "1" 0.8035397094 -0.13779933
"275" "1" 1.1313304636 1.4767190537
"276" "1" 1.2817927272 0.5065470061
"277" "1" 0.5924806556 -1.1204520766
"278" "0" 1.9648241546 -1.5246458198
"279" "0" 2.1761740006 1.4468674714
"280" "1" 0.1940606621 0.8918092816
"281" "1" 0.7852720037 -0.9097442739
"282" "1" -1.603329968 1.5752848192
"283" "0" -0.2579190772 0.309561865
"284" "1" 1.0042351485 0.6613281829
"285" "0" -0.5024328335 0.1421494688
"286" "1" 0.8444628101 -1.2391300944
"287" "0" 2.1072621854 -0.8723554053
"288" "0" 0.1765228509 2.2720417276
"289" "1" 1.1808272428 0.0704941468
"290" "1" -0.0282335242 0.44500816
"291" "1" -0.9766198847 -0.0978682132
"292" "1" -0.2630599838 0.348920099
"293" "0" 0.1893755397 0.0195913489
"294" "0" 0.0610570295 -0.2847215829
"295" "1" 1.5454840144 1.362089035
"296" "0" -0.0472483549 -0.1916724304
"297" "0" 2.0231902368 -0.3492405074
"298" "1" -0.0906779594 0.3163113588
"299" "1" -0.121585891 -0.4315740999
"300" "0" 0.0364573247 0.0253667402
"301" "0" 1.8712649069 2.5363986907
"302" "0" 2.0355177521 -0.0553516381
"303" "1" -0.7370260182 0.4926067646
"304" "0" 2.1099429569 0.2531884722
"305" "0" 0.1833589364 -0.2939110147
"306" "1" -1.1617278312 0.8566230068
"307" "1" 2.2651653666 -0.8434067259
"308" "0" 1.8203266237 0.9743583661
"309" "0" 0.0502694802 -0.0635033318
"310" "1" -1.29429601 0.7677823662
"311" "1" -0.0372685725 -0.4161091473
"312" "0" 2.229517654 1.4707439932
"313" "0" 1.8729970965 0.4700103226
"314" "1" 2.5962455202 -2.0658836281
"315" "0" 2.010351753 0.9288984158
"316" "0" 1.8139688171 0.1618703888
"317" "1" 0.1128910669 -1.4908078027
"318" "1" -0.1978914876 1.9069803843
"319" "1" 2.0493740963 0.84625362
"320" "0" 1.8109012922 -0.0189821709
"321" "1" 1.1552682439 0.12885345
"322" "1" -0.8537004476 0.2627159183
"323" "0" 2.2402718013 1.5486288723
"324" "1" 0.2990056262 -1.3616086775
"325" "0" 2.1198433953 0.0359922166
"326" "0" 0.0720468174 0.0993573341
"327" "0" -0.0919032389 -0.0026331578
"328" "1" -0.2032734261 0.3469283693
"329" "0" 0.0343175633 0.1554478643
"330" "0" 0.1111993142 -0.3978429494
"331" "0" 1.8916894081 0.0970621257
"332" "0" 2.1676063824 2.0500328616
"333" "1" -0.3455979463 0.1713348494
"334" "1" 0.4824142252 0.4240958855
"335" "0" 2.1212261597 0.2257316683
"336" "1" 0.2560673823 0.7733285701
"337" "0" -0.2372409489 1.6663738524
"338" "0" 1.9221458491 1.4802688239
"339" "0" 2.2934697041 0.3327820195
"340" "1" 0.8333627441 -0.8620739885
"341" "1" 0.1874808571 -1.0399936565
"342" "1" -0.6395786145 -0.2007987701
"343" "0" 1.7350042932 1.9466166824
"344" "1" 1.2636459474 1.6159231909
"345" "1" 1.2290937343 -0.7289774631
"346" "1" -0.6757589242 -0.5101705406
"347" "1" -1.3431123561 -1.1378808345
"348" "1" -0.0882111404 -0.282285603
"349" "0" -0.6494384941 -0.2191551714
"350" "1" -1.2049595595 0.2536048831
"351" "1" 0.8748844206 2.1536868991
"352" "0" -0.2068048464 2.2319829241
"353" "1" 1.4703070064 -0.6527934465
"354" "1" -1.3521254625 0.9012711675
"355" "1" -2.4906831425 0.0007878974
"356" "1" -1.158489079 -0.437876518
"357" "0" 2.2300596114 1.0337907664
"358" "0" 2.0088459273 -0.1531464334
"359" "1" -0.9386837885 0.0855357067
"360" "0" -0.293013102 2.2461390312
"361" "0" 2.2841386319 0.7086125462
"362" "0" 2.5278695459 0.2857059702
"363" "0" 0.1556965879 1.8529501557
"364" "1" -0.2080212256 -0.9131755577
"365" "1" -0.0406164167 -0.1245767066
"366" "0" 0.2839708147 2.1106292447
"367" "1" 0.3097176335 -0.4069785939
"368" "0" -0.2877727326 2.0488934548
"369" "1" -1.3783644316 -0.2757574699
"370" "0" 0.0826099039 0.2999385348
"371" "0" 2.0216891998 2.2157413197
"372" "0" 1.5434043796 1.9353007878
"373" "1" -1.2534615564 -0.580949852
"374" "1" -0.5621137409 -1.5652599994
"375" "1" -0.2803560437 -0.3668855061
"376" "0" 0.393837292 0.0732065623
"377" "1" 0.0284301288 0.0734058144
"378" "1" -1.4382295074 0.0124049316
"379" "0" -0.3140361959 -0.2197275241
"380" "0" -0.2179136184 1.7402890733
"381" "1" -1.7020883845 -1.2011027572
"382" "1" 0.4774777784 0.9015308301
"383" "1" -0.1685325607 -0.8727940915
"384" "0" 1.9756828218 0.5684259001
"385" "0" 2.0365638149 1.1699007011
"386" "1" -0.195471199 -0.0305485172
"387" "1" 0.3196866311 0.8131554049
"388" "1" -0.1067765954 -0.1115112296
"389" "1" -0.0979194217 -0.5592636679
"390" "1" -0.3792225463 0.9761596798
"391" "0" 0.0207782681 2.0575477616
"392" "1" 0.1554916234 0.1265454343
"393" "1" -0.7744950207 1.7630790548
"394" "1" 1.0577517856 -0.2786219048
"395" "0" 0.1158584801 0.0418274892
"396" "0" 2.2715967643 -0.0618034229
"397" "1" 0.1616577022 -0.8762653138
"398" "1" -0.8974416215 -0.7951554519
"399" "0" 0.2650957121 2.0317466693
"400" "0" 1.8121847675 0.3963250571
"401" "0" 0.0069203004 0.06320658
"402" "1" 0.1362248574 1.5419128726
"403" "0" 2.0103564929 1.0668117743
"404" "0" 2.1445536297 2.2501614042
"405" "1" 1.2060960533 0.8777763654
"406" "0" 1.9160745278 0.5458363851
"407" "0" 2.2448439305 -0.1755351922
"408" "1" -0.208660229 0.5497565771
"409" "1" 0.4708826882 -1.2459815422
"410" "0" 1.7416553539 0.837720309
"411" "1" -1.4650279599 -0.1736023541
"412" "0" 1.8499640275 1.6945862249
"413" "1" -0.6698849336 0.0628929122
"414" "0" -0.348662991 -0.2530991463
"415" "0" 2.0887872229 -0.1056150351
"416" "1" 0.8743162323 -1.5441084904
"417" "1" 0.0525963921 -0.9379608454
"418" "1" -0.7340945353 0.3484947202
"419" "1" -1.7853537396 0.678610839
"420" "1" 0.489522686 0.6379527189
"421" "0" 0.2980149623 -0.3015024844
"422" "1" -0.0773426427 -0.3250962734
"423" "0" 1.7539640415 2.6909610008
"424" "0" 1.9945714833 0.8041168352
"425" "0" -0.1627120843 0.465178476
"426" "0" 0.134414173 2.1856900037
"427" "0" 1.9850897612 0.4399918335
"428" "1" -0.7929734989 -1.4481039466
"429" "1" -1.7825384302 0.7222141132
"430" "0" 1.7087296699 0.353423465
"431" "0" 2.0682294525 0.3321595327
"432" "1" 1.7295219172 0.5449635144
"433" "1" -1.219919991 -0.7235502703
"434" "0" 0.0114151481 2.1516012578
"435" "1" 0.8749081138 1.0613382208
"436" "1" -2.4913205526 -1.2509664457
"437" "1" -0.2549730932 -0.1075393713
"438" "1" -0.0200117661 0.5662349828
"439" "0" 1.9300762135 0.0743086504
"440" "1" -0.044596838 0.9122259753
"441" "0" 0.096835287 0.1444863847
"442" "0" 1.7480441373 1.5051280047
"443" "0" 2.2893251591 -0.3342757326
"444" "1" 1.9079050992 -1.5962309484
"445" "0" -0.0861107856 2.3586828515
"446" "0" 2.0411853801 1.4103628046
"447" "0" 0.1579975857 0.0110817066
"448" "1" 0.8198071485 -0.1166671282
"449" "1" 0.2886562671 0.4261671494
"450" "0" 2.3452918567 0.2847208633
"451" "1" 1.0298612339 -0.5511401355
"452" "0" -0.0033228354 0.1187358577
"453" "0" -0.3615654624 0.016548143
"454" "1" -0.3894694132 1.3162626586
"455" "0" -0.0573713105 0.0209633866
"456" "0" 1.9947695942 2.029268981
"457" "1" 2.1877779085 -0.5533885002
"458" "1" -0.5855092551 2.3437747837
"459" "0" 2.0691294412 0.7095267649
"460" "1" 0.1920058805 0.1355799084
"461" "1" -0.1907547445 1.4906187552
"462" "1" -0.0373227796 -1.9508217754
"463" "1" 1.3631621138 -1.0926372758
"464" "1" -0.3065806827 -1.2092927454
"465" "0" 0.0089739665 0.0516996108
"466" "1" 2.3269417099 -1.0992196092
"467" "1" -0.1006907601 -0.0904298809
"468" "1" -0.008935902 1.1101485633
"469" "1" 1.8242372315 1.3526230903
"470" "1" 1.4938090851 1.022447756
"471" "1" 0.2097113026 0.6296118729
"472" "0" -0.0495822176 1.9126555547
"473" "1" -2.0346002874 -0.0557054883
"474" "1" 0.9696336602 -0.2504583007
"475" "1" 0.8820134677 0.545506722
"476" "0" 2.1975055085 1.039914255
"477" "1" 1.8608772113 0.9513644604
"478" "0" -0.0346972158 -0.1492705623
"479" "0" 0.0455031045 0.1439897601
"480" "1" -1.337416397 -0.3698104482
"481" "1" 1.0374329484 -0.3664360137
"482" "1" -2.1147017218 -0.4841329717
"483" "1" 1.3126840678 -1.152738231
"484" "1" -0.2077644799 -1.2734614098
"485" "0" 1.8426467994 0.4212713917
"486" "0" -0.2313797015 0.591717786
"487" "1" -0.0537832487 0.7033177101
"488" "1" 0.9450410456 -0.3886092927
"489" "0" 1.9675251049 0.330217661
"490" "1" 1.0684373492 1.7852752384
"491" "1" -0.3880326175 1.5431486704
"492" "0" 2.0397593203 1.0967573593
"493" "0" 0.2102241294 0.15164068
"494" "1" -0.531142834 2.7020703828
"495" "1" 0.0254645133 -0.1946107935
"496" "0" 1.9628587311 -0.4865665682
"497" "0" 2.0452869146 -0.3251551689
"498" "1" 0.8012107708 -0.4680533325
"499" "1" -0.5701925275 0.8913155061
"500" "1" 1.8855597183 0.5337031559
"501" "0" 1.6147103069 0.8666287031
"502" "1" -1.2350052408 -0.8134988039
"503" "0" 2.0616356051 1.8618226238
"504" "1" 0.1624266424 0.6541795723
"505" "0" 0.3524834007 1.8226824186
"506" "0" 1.76633565 -0.1274201757
"507" "1" 0.0804236235 0.9151684181
"508" "1" 0.0357260425 -0.3977974822
"509" "1" 0.1290892738 1.0774327709
"510" "1" 0.1136347943 0.1714728408
"511" "0" 2.3392662523 0.411054618
"512" "1" 0.8349915308 1.1646594486
"513" "0" 1.7895599697 1.1333643768
"514" "0" 0.1356434471 2.1409837908
"515" "1" 1.4300692161 0.5714503416
"516" "0" 1.8485030296 -0.3870596225
"517" "1" 0.8122017865 0.4582954201
"518" "0" 0.0592147801 1.8946474081
"519" "1" 0.4049443891 -0.5724906752
"520" "0" -0.238151372 2.0557275935
"521" "0" -0.0381645287 2.5604916995
"522" "0" -0.386844231 0.0172926859
"523" "1" -1.6893414241 1.8731538087
"524" "0" 2.0139851829 2.5370182927
"525" "1" -1.5132394629 -1.8566397034
"526" "1" -0.9556368513 -2.6852584977
"527" "0" 0.059718761 0.2888531594
"528" "1" -1.2917232303 -0.162279691
"529" "1" 0.193865801 0.2188575431
"530" "0" 2.2810368338 1.9867304425
"531" "0" 1.7423815425 1.4169138952
"532" "0" 1.7462274878 0.7651028431
"533" "0" 2.5003890166 0.777930983
"534" "0" 2.160459621 1.9879352764
"535" "0" 2.0303554221 1.4082179925
"536" "1" 1.796811591 1.6004542883
"537" "0" 2.0367075278 2.4695948262
"538" "0" 0.0822133518 -0.1062841475
"539" "1" -0.3706515917 0.2850510222
"540" "1" -0.3896875718 0.9945716597
"541" "1" -0.2457291985 1.2472787513
"542" "0" 0.093077454 -0.1933995998
"543" "0" 1.9197906614 0.7100457689
"544" "1" -2.3225197429 0.2469856999
"545" "1" -2.1836453684 0.7904266298
"546" "0" -0.0324612866 -0.3617375923
"547" "0" 2.2100767851 1.1065826885
"548" "1" 1.2886142538 0.1590789154
"549" "1" 0.8393867523 0.1783178329
"550" "0" 1.9948626271 2.4824110236
"551" "0" 0.1664114236 0.12459953
"552" "0" -0.05334327 -0.0483127129
"553" "1" -0.3487637404 -0.7738968922
"554" "1" -0.1089884604 -0.5822351134
"555" "0" 0.3176907376 -0.1176126614
"556" "0" -0.2053705592 2.2335773866
"557" "1" 0.7128733505 0.7622473564
"558" "1" -0.6582638136 0.4726762418
"559" "0" 0.1866384466 -0.1008847708
"560" "0" 2.0167944153 1.5393779903
"561" "0" 1.9608487236 2.2428585253
"562" "1" 1.3750693478 -0.4995933295
"563" "0" -0.3134576235 -0.0704480263
"564" "0" -0.1414739322 -0.2402723773
"565" "1" 0.0819110991 -0.748795118
"566" "0" 0.0678269188 2.099374304
"567" "0" 2.2099862185 0.4188475804
"568" "0" -0.1009715662 2.0240427032
"569" "0" 1.6776042049 0.2899877012
"570" "1" -0.258174268 1.786100182
"571" "0" -0.3086223594 -0.2550967644
"572" "0" 2.056930439 1.0905934293
"573" "1" -0.0414464857 0.8451700653
"574" "1" 0.105326879 0.6576529623
"575" "1" -0.4240389906 0.1495785099
"576" "1" 1.5252904671 -0.7652590938
"577" "1" -0.6519452198 -1.3476398461
"578" "0" -0.1700697965 1.3253527399
"579" "1" 0.8358683137 -0.6227259261
"580" "0" 0.3874224218 1.9970483237
"581" "0" 1.8735160442 -0.218685759
"582" "0" 2.0675843429 0.9345736221
"583" "1" -0.5436439612 -0.5782013227
"584" "1" -2.3327308635 -1.5769599661
"585" "1" 1.1475882699 0.4707439932
"586" "0" -0.1573509035 1.9776820603
"587" "1" 0.9735282921 0.3867894546
"588" "1" -0.0477356277 -0.0382907612
"589" "0" 2.1280909473 -0.197822054
"590" "1" -0.8244134792 1.5514191903
"591" "0" 0.0997999355 1.9247857827
"592" "0" 0.0217495447 2.1686146772
"593" "1" -0.4512818942 0.8536376948
"594" "0" 0.0897496158 2.44616521
"595" "1" -0.5789439628 0.407618205
"596" "0" 0.4198337816 2.2014011564
"597" "0" 0.2378831943 -0.0078221938
"598" "1" -1.3997138588 -0.5283633701
"599" "1" -0.352920549 0.8073644249
"600" "0" 0.5301752079 1.905141336
"601" "1" 0.4866926626 0.7311873377
"602" "0" 0.1923337891 2.0970733301
"603" "1" 0.4873555987 -0.5536164318
"604" "0" 1.7991689785 1.0394045
"605" "0" 1.847067735 0.0444780903
"606" "1" 1.3687514189 -0.8539345991
"607" "1" 0.4427079608 1.5089936953
"608" "1" 0.8133145415 1.9578842272
"609" "0" 1.6503448257 2.4271905642
"610" "1" 2.2160621834 -0.9579636563
"611" "0" 0.2402134132 -0.0543436575
"612" "1" -1.124493746 -0.1106105214
"613" "0" -0.222908427 0.0535961088
"614" "0" 0.0068802671 1.9252853046
"615" "0" 0.1033673897 2.0963350957
"616" "0" 2.3056081259 1.8368041875
"617" "0" 1.6879127486 -0.4681190987
"618" "1" -0.3949820596 -2.080316073
"619" "1" -0.8096335299 -0.9752385797
"620" "1" 1.3386021864 -0.012356601
"621" "0" 2.4098748193 1.84625362
"622" "0" 0.0583116243 1.9987075413
"623" "0" 2.2168065157 2.0848126431
"624" "1" -0.4958685921 0.2893240127
"625" "0" 0.1569098359 -0.0739586414
"626" "1" -0.1921671027 -0.3852529302
"627" "1" 0.666213535 0.6643091923
"628" "0" 0.1833498307 2.1461072472
"629" "0" -0.1358193281 2.211372903
"630" "1" -0.0936736254 -0.3195768845
"631" "0" 1.9997603088 2.7262157034
"632" "0" 1.9968125516 1.2949738681
"633" "0" 0.1627136589 0.3130060372
"634" "0" 2.1898217359 2.3215710758
"635" "0" 1.9736059242 1.843979608
"636" "0" -0.2317332289 1.944476447
"637" "1" 1.7838678061 0.2992730654
"638" "0" 2.2550944398 1.9573964485
"639" "1" -0.6842565862 -0.9564549186
"640" "1" -0.2031140115 -0.4320264251
"641" "0" -0.2280436681 1.7208910835
"642" "1" 0.713612 0.8056064339
"643" "0" -0.0211182538 0.0466546044
"644" "0" 1.8327798293 0.6474089584
"645" "1" 1.4891905442 0.7647349567
"646" "1" -1.8929038018 0.1966318343
"647" "0" 2.0726945475 1.9318882433
"648" "0" -0.2354864048 2.0116388296
"649" "0" -0.1079777222 -0.0327156394
"650" "0" 2.0276169077 -0.1474145807
"651" "1" -0.2287428125 -0.7080443125
"652" "0" -0.3014613197 -0.012534655
"653" "1" 0.286542539 -0.7359574121
"654" "0" -0.0242244564 0.1610157661
"655" "0" 1.9008262816 1.2893240127
"656" "0" 0.2432137246 0.0097209369
"657" "0" 0.2884402066 -0.460150915
"658" "1" -1.0298906726 0.2559267633
"659" "0" -0.0628807163 -0.0790628817
"660" "0" 0.1090308422 0.4842076774
